"restaurant";"type";"prix";"nom";"description"
"Starvin' Joe - Charonne";;"15,5";"Menu Chicken Avocat + frites + boisson";"Poulet, cheddar, avocats, oignons rouges, iceberg, sauce spéciale, servi avec des frites, une sauce et une boisson au choix. "
"Starvin' Joe - Charonne";;"13,5";"Menu BBQ + frites + boisson";"Boeuf, cheddar, oignons rouges, iceberg, pickles, sauce BBQ, servi avec des frites, une sauce et une boisson au choix."
"Starvin' Joe - Charonne";"burger";"12,5";"Menu Cheeseburger + frites + boisson";"Buns fait maison, steak, creamy cheddar, oignons rouges, iceberg, cornichons et sauce au choix"
"Starvin' Joe - Charonne";"burger";"8,5";"Cheeseburger";"Buns fait maison, steak, creamy cheddar, oignons rouges, iceberg, cornichons et sauce au choix"
"Starvin' Joe - Charonne";"drink";"2,5";"Coca Cola";""
"Starvin' Joe - Charonne";;"14,5";"Menu Classique Cheddar + frites + boisson";"Boeuf, cheddar, oignons confits, iceberg, pickles, tomate, sauce Starvin'Joe, servi avec des frites, une sauce et une boisson au choix. "
"Starvin' Joe - Charonne";"burger";"11";"Chicken BBQ Burger";"Poulet, cheddar, pickles, oignons rouges, iceberg, sauce BBQ."
"Starvin' Joe - Charonne";"dessert";"5";"Cheesecake";""
"Starvin' Joe - Charonne";;"2,5";"Eau Plate";""
"Starvin' Joe - Charonne";;"14,5";"Menu Veggie + frites + boisson";"Steak de soja aux légumes, cheddar, oignons confits, iceberg, pickels, ketchup, moutarde US, servi avec des frites, une sauce et une boisson au choix."
"Starvin' Joe - Charonne";"drink";"2,5";"Orangina";""
"Starvin' Joe - Charonne";;"13,5";"Menu Chicken + frites + boisson";"Poulet, cheddar, oignons confits, iceberg, pickles, sauce Starvin'Joe, servi avec des frites, une sauce et une boisson au choix."
"Starvin' Joe - Charonne";"burger";"11,5";"Menu Mini Enfant + frites + boisson";"Mini Burger : Boeuf, cheddar, oignons confits, iceberg, pickles, ketchup, moutarde US, servi avec des frites, une sauce et une boisson au choix."
"Starvin' Joe - Charonne";"alcohol";"6";"Bière Brookling Lager";"37,5cl"
"Starvin' Joe - Charonne";"burger";"11";"Veggie Burger";"Steak de soja aux légumes, cheddar, oignons confits, iceberg, pickels, ketchup, moutarde US."
"Starvin' Joe - Charonne";"burger";"10";"Chicken Burger";"Poulet, cheddar, oignons confits, iceberg, pickles, sauce Starvin'Joe."
"Starvin' Joe - Charonne";;"14,5";"Menu Chicken BBQ + frites + boisson";"Poulet, cheddar, pickels, oignons rouges, iceberg, sauce BBQ, servi avec des frites, une sauce et une boisson au choix. "
"Starvin' Joe - Charonne";;"13,5";"Menu Cheddar + frites + boisson";"Boeuf, cheddar, oignons confits, iceberg, pickles, ketchup, moutarde US, servi avec des frites, une sauce et une boisson au choix. "
"Starvin' Joe - Charonne";;"12,5";"Menu Chicken cheese + frites + boisson";"Buns fait maison, chicken, creamy cheddar, oignons rouges, iceberg, cornichons et sauce au choix"
"Starvin' Joe - Charonne";"burger";"12";"Chicken Avocat Burger";"Poulet, cheddar, avocats, oignons rouges, iceberg, sauce spéciale."
"Starvin' Joe - Charonne";"burger";"10";"Spicy Cheddar Burger";"Boeuf, cheddar, oignons confits, iceberg, pickles, sauce spicy ou piments jalapenos."
"Starvin' Joe - Charonne";;"15,5";"Menu Avocat + frites + boisson";"Boeuf, cheddar, avocat, oignons rouges, mesclun, cornichons, sauce spéciale, servi avec des frites, une sauce et une boisson au choix. "
"Starvin' Joe - Charonne";"burger";"11";"Classique Cheddar Burger";"Boeuf, cheddar, oignons confits, iceberg, pickles, tomate, sauce Starvin'Joe."
"Starvin' Joe - Charonne";;"8,5";"Chicken cheese";"Buns fait maison, chicken, creamy cheddar, oignons rouges, iceberg, cornichons et sauce au choix"
"Starvin' Joe - Charonne";"drink";"2,5";"Ice tea";""
"Starvin' Joe - Charonne";;"13,5";"Menu Veggie cheese + frites + boisson";"Buns fait maison, steak de soja, creamy cheddar, oignons rouges, iceberg, cornichons et sauce au choix"
"Starvin' Joe - Charonne";"burger";"10";"Bleu Burger";"Boeuf, bleu d'auvergne, oignons confits, iceberg, pickles, sauce crème miel moutarde."
"Starvin' Joe - Charonne";;"13,5";"Menu Bleu + frites + boisson";"Boeuf, bleu d'auvergne, oignons confits, iceberg, pickles, sauce crème miel moutarde, servi avec des frites, une sauce et une boisson au choix."
"Starvin' Joe - Charonne";;"2,5";"Eau Pétillante";""
"Starvin' Joe - Charonne";;"9,5";"Veggie cheese";"Buns fait maison, steak de soja, creamy cheddar, oignons rouges, iceberg, cornichons et sauce au choix"
"Starvin' Joe - Charonne";;"4";"Frites";""
"Street Bangkok - Etienne Marcel";"drink";"2,5";"Ice Tea";""
"Street Bangkok - Etienne Marcel";;"2,5";"Pepsi";""
"Street Bangkok - Etienne Marcel";;"14";"Crevettes sautées";"Crevettes sautées à la confiture de piment street maison, arrosées de suace nuoc mam/soja, pincée de basilic Thai."
"Street Bangkok - Etienne Marcel";;"6";"Boeuf";"Poulet rôti aux herbes mélangé avec une confiture street maison, splash de citron, échalotes et menthe fraîches. Servi avec du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"4";"Appie brut";"Taille au choix."
"Street Bangkok - Etienne Marcel";"alcohol";"3";"Erdinger";"Bière blanche. Taille au choix."
"Street Bangkok - Etienne Marcel";;"2,5";"Eau plate";""
"Street Bangkok - Etienne Marcel";;"2,5";"Pepsi max";""
"Street Bangkok - Etienne Marcel";;"3,5";"Schneider Weisse Tap 7";"Taille au choix."
"Street Bangkok - Etienne Marcel";;"6";"Papaye";"Papaye verte thaï super fraîche, tomates cerises mimi, cacahuètes et jolies crevettes roses sèches. Servi avec du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"12";"Nouilles sautées au bœuf";"Nouilles sautées au Dark soja, poivre, brocolis Thaï et graines de soja salées servis avec un bœuf mariné à la sauce d’huître avec un finish citron vert et piments en poudre, servi avec du riz. Veggie à la demande."
"Street Bangkok - Etienne Marcel";;"6";"Mango coco";"Mangue fraîche avion, riz gluant, noix de coco et feuille de Pandan."
"Street Bangkok - Etienne Marcel";;"4";"Samuel Adams";"Taille au choix."
"Street Bangkok - Etienne Marcel";;"5";"Banane tapioca";"Bananes chaudes sur lait de coco et tapioca."
"Street Bangkok - Etienne Marcel";;"12";"Porc basilic";"Porc laqué sauté avec le saint Graal du basilic thaï le \"Holy Basil\", couronnés de poivre noir et œufs frits, servi avec du riz."
"Street Bangkok - Etienne Marcel";;"3,5";"Citronnade maison";"Gingembre frais, coriandre et citron jaune."
"Street Bangkok - Etienne Marcel";;"6";"Porc croustillant";"Croustillants de riz façon pop-corn aux herbes fraîches et saucisses de porc émincées. Servi avec du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"10";"Kail Lan";"Petits brocolis thaï tout croquants, sautés à la sauce huître et piments, pincée de soja. Servi avec du riz."
"Street Bangkok - Etienne Marcel";;"12";"Riz sauté façon Bangkok";"Riz sauté façon Bangkok, canard ou porc laqué, brocolis thaï croquants et jet de sauce pimentée nuoc mam \"citron\", servi avec du riz. Veggie à la demande."
"Street Bangkok - Etienne Marcel";;"5,5";"Pimento ginger";""
"Street Bangkok - Etienne Marcel";;"10";"Nouilles Sautées veggie";"Nouilles sautées au Dark soja, poivre, brocolis Thai, avec un finish citron et piments en poudre"
"Street Bangkok - Etienne Marcel";;"4";"Eau de coco";""
"Street Bangkok - Etienne Marcel";;"5";"Brewdog Elvis Juice";"Taille au choix."
"Street Bangkok - Etienne Marcel";;"2,5";"Eau gazeuse";""
"Street Bangkok - Etienne Marcel";"drink";"2,5";"7UP";""
"Street Bangkok - Etienne Marcel";;"12";"Canard basilic";"Canard laqué sauté avec le saint Graal du basilic thaï le \"Holy Basil\", couronnés de poivre noir et œufs frits, servi avec du riz."
"Street Bangkok - Etienne Marcel";;"9";"Poitrine de porc croustillante";"Marinée aux 5 parfums et pâte de cacahuète, séchée 24h et servie avec une sauce tonique Thai"
"Street Bangkok - Etienne Marcel";;"11";"Canard laqué façon street";"Canard saumuré dans un bain d’herbes et d’épices, laqué et séché, rôti à la flamme. Servi avec une sauce sweet and sour pêche, abricot et de kai-lan \"petits brocolis thaï croquants, sautés et savamment épicés\" et du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"10";"Poulet rôti satay";"Poulet fermier saumuré dans une marinade punchy \"citron vert, coriandre, nuoc mam, doré à la flamme\", servi avec street satay et de kai-lan \"petits brocolis thaï croquants, sautés, savamment épicés\" et du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"10";"Poulet rôti Bangkok";"Poulet fermier saumuré dans une marinade punchy, citron vert, coriandre, nuoc mam, doré à la flamme. Servi avec une sauce riz croustillant à la citronnelle, tamarin et pousses vertes et de kai-lan \"petits brocolis thaï croquants, sautés, savamment épicés\" et du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"9";"Porc laqué";"Échine de porc français marinée dans un mélange 5 épices, tofu rouge et pagaille de soja, laqué à la flamme, servi avec une sauce au miel de fleurs des montagnes, gingembre et écorce d’orange et de kai-lan \"petits brocolis thaï croquants, sautés, savamment épicés\" et du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"11";"Le grand mix";"Canard laqué, poulet rôti et porc laqué autour des flammes, servis avec toutes les sauces de la rôtisserie et de kai-lan \"petits brocolis thaï croquants, sautés, savamment épicé\" et du riz. Taille au choix."
"Street Bangkok - Etienne Marcel";;"15";"Curry de canard laqué";"Canard saumuré dans un bain d'herbes et d'épices, laqué et séché, rôti à la flamme. Servi avec curry rouge maison, ananas, aubergines et basilic Thai"
"Subway® - Avenue des Gobelins";"salad";"6,5";"Salade";""
"Subway® - Avenue des Gobelins";"side";"11,9";"Menu SUB30®";"Pain 30 cm, dessert ou chips et une boisson au choix."
"Subway® - Avenue des Gobelins";"side";"8,7";"Menu SUB15®";"Pain 15 cm, dessert OU chips et une boisson au choix."
"Subway® - Avenue des Gobelins";"salad";"9,2";"Menu salade";"Salade, dessert OU chips et une boisson au choix."
"Subway® - Avenue des Gobelins";;"8";"SUB30®";""
"Subway® - Avenue des Gobelins";;"5,5";"SUB15®";""
"Subway® - Beaubourg";;"5,7";"SUB15®";""
"Subway® - Beaubourg";;"5,5";"Wrap";""
"Subway® - Beaubourg";"salad";"7,8";"Salade";""
"Subway® - Beaubourg";"side";"11,9";"Menu SUB30®";"Pain 30 cm, dessert, chips et une boisson au choix."
"Subway® - Beaubourg";"side";"8,9";"Menu SUB15®";"Pain 15 cm, dessert, chips et une boisson au choix."
"Subway® - Beaubourg";"salad";"10,9";"Menu salade";"Salade, dessert, chips et une boisson au choix."
"Subway® - Beaubourg";"side";"8,9";"Menu wrap";"Wrap, dessert, chips et une boisson au choix."
"Subway® - Beaubourg";;"8,5";"SUB30®";""
"Subway® - Saint-Paul";;"2,5";"Tropicana orange 25cj";""
"Subway® - Saint-Paul";"side";"8,9";"Menu Maxi SUB15®";"Pain 15 cm, dessert, chips et une boisson au choix."
"Subway® - Saint-Paul";"side";"16,99";"Menu MEGA SUB45";"Pain 30cm + Pain 15cm + boisson 50 cl + chips + dessert!"
"Subway® - Saint-Paul";"salad";"7,8";"Salade";"Dégustez votre recette préférée en salade ! Ajouter du croquant à votre repas avec de la laitue, des oignons, des tomates, des concombres et bien plus d'ingrédients au choix."
"Subway® - Saint-Paul";"drink";"3";"7up mojito 50 cl";""
"Subway® - Saint-Paul";;"2,5";"Volvic 50cl";""
"Subway® - Saint-Paul";"drink";"3";"Ice tea peche 50 cl";""
"Subway® - Saint-Paul";"drink";"3";"7up 50cl";""
"Subway® - Saint-Paul";"drink";"7,15";"Menu enfant® Kid's pak";"Pain 15 cm + Oasis 25 cl ou Volvic + Compote+cadeau surprise"
"Subway® - Saint-Paul";;"3";"Pulco 50 cl";""
"Subway® - Saint-Paul";;"3";"Badoit";""
"Subway® - Saint-Paul";"drink";"3";"Orangina 50 cl";""
"Subway® - Saint-Paul";;"8,5";"SUB30®";""
"Subway® - Saint-Paul";;"3";"Shweps qgrum";"Shweps agrum 50 cl."
"Subway® - Saint-Paul";;"3";"Pepsi 50cl";""
"Subway® - Saint-Paul";"salad";"10,9";"Menu Maxi salade";"Salade, dessert, chips et une boisson au choix."
"Subway® - Saint-Paul";"dessert";"9,99";"Offre sucré ";"Un jus 25cl ou eau, trois cookies, un donuts choco, un donuts sucre et un brownie."
"Subway® - Saint-Paul";;"3";"Volvic citron 50cl";""
"Subway® - Saint-Paul";"side";"11,9";"Menu Maxi SUB30®";"Pain 30 cm, dessert, chips et une boisson au choix."
"Subway® - Saint-Paul";"drink";"3";"Oasis tropical";""
"Subway® - Saint-Paul";;"3";"Volvic fraise 50 cl";"Volvic fraise 50cl"
"Subway® - Saint-Paul";"side";"8,9";"Menu Maxi wrap";"Wrap, dessert, chips et une boisson au choix."
"Subway® - Saint-Paul";;"3";"Pepsi max";""
"Subway® - Saint-Paul";;"5,5";"Wrap";""
"Subway® - Saint-Paul";;"5,7";"SUB15®";""
"Subway® - Voltaire";"side";"8,9";"Menu Max SUB15®";"Pain 15 cm, dessert, chips et une boisson au choix."
"Subway® - Voltaire";"salad";"10,9";"Menu Maxi Salade";"Salade, dessert, chips et une boisson au choix."
"Subway® - Voltaire";;"8,9";"SUB30®";""
"Subway® - Voltaire";;"5,9";"SUB15®";""
"Subway® - Voltaire";"salad";"7,9";"Salade";""
"Subway® - Voltaire";"side";"11,9";"Menu Maxi SUB30®";"Pain 30 cm, dessert, chips et une boisson au choix."
"Takos King - Chatelet";"drink";"1,95";"Coca cherry";"33 cl."
"Takos King - Chatelet";"drink";"1,95";"Coca-Cola";"33 cl."
"Takos King - Chatelet";;"3,1";"Tarte au daim";""
"Takos King - Chatelet";"taco";"9,9";"Tacos N°4";"1 viande doublée au choix"
"Takos King - Chatelet";;"7,3";"Takos gratiné cheddar";"Cheddar gratiné."
"Takos King - Chatelet";"taco";"6,8";"Spécial étudiant";"1 tacos avec 1 viande au choix et boisson au choix."
"Takos King - Chatelet";"drink";"1,95";"Coca Cola zéro";"33 cl."
"Takos King - Chatelet";"drink";"1,95";"Ice tea";"33 cl."
"Takos King - Chatelet";;"6,5";"Le k'fish takos";""
"Takos King - Chatelet";;"1,6";"Frites";""
"Takos King - Chatelet";;"1,95";"7 Up";"33 cl."
"Takos King - Chatelet";;"9,3";"Menu kosta takos";"1 takos poulet, cheddar, bacon, frites, sauce fromagère et boisson au choix."
"Takos King - Chatelet";;"1,95";"Eau";"33 cl."
"Takos King - Chatelet";;"9,15";"Menu takos gratiné cheddar";"1 takos avec viande au choix, sauce fromagère, frites et boisson au choix."
"Takos King - Chatelet";;"8,5";"Menu takos gratiné";"1 takos avec viande au choix, sauce fromagère, frites et boisson au choix."
"Takos King - Chatelet";;"1,95";"Fanta";"33 cl."
"Takos King - Chatelet";"drink";"1,95";"Perrier";"33 cl."
"Takos King - Chatelet";;"7,8";"Le k takos";"Viande hachée, mozza rapée, frites, raclette et sauce fromagère."
"Takos King - Chatelet";"taco";"9,3";"Tacos N°3";"3 viandes au choix."
"Takos King - Chatelet";;"7,8";"Le kosta takos";"Poulet, cheddar, frites, bacon et sauce fromagére."
"Takos King - Chatelet";;"2,5";"Cheesy frites";"Fromage."
"Takos King - Chatelet";"taco";"12,4";"Tacos N°6";"3 viandes doublées au choix"
"Takos King - Chatelet";"dessert";"3,1";"Tiramisu";""
"Takos King - Chatelet";;"7,3";"Takos gratiné";"Emmental gratiné."
"Takos King - Chatelet";"drink";"1,95";"Oasis";"33 cl."
"Takos King - Chatelet";"taco";"6,8";"Tacos N°1";"1 viande au choix."
"Takos King - Chatelet";"taco";"31";"Tacos king xxl";"4 viandes au choix, double sauce fromagère et tortilla."
"Takos King - Chatelet";"taco";"8";"Tacos N°2";"2 viandes au choix."
"Takos King - Chatelet";"drink";"1,95";"Orangina";"33 cl."
"Takos King - Chatelet";"taco";"11,15";"Tacos N°5";"2 viandes doublées au choix"
"Takos King - Chatelet";;"9,8";"Menu k takos";"1 takos viande hachée, raclette, moza rapée, sauce fromagère, servi avec frites et boisson au choix."
"Takos King - Chatelet";;"8,5";"L'extra takos";"Tenders, nuggets, olives noires, sauce fromagère, frites et champignons."
"Takos King - Chatelet";;"1,95";"7 Up mojito";"33 cl."
"The Grilled Cheese Factory - Bastille";;"5";"Soupe du jour";""
"The Grilled Cheese Factory - Bastille";;"3";"Evian";"50cl"
"The Grilled Cheese Factory - Bastille";;"3";" Dr. Pepper";"33cl"
"The Grilled Cheese Factory - Bastille";;"3";"Brownie";""
"The Grilled Cheese Factory - Bastille";;"3,5";"Muffin";""
"The Grilled Cheese Factory - Bastille";;"13";"Fabrication Dinde Fumée";"Mozzarella, raclette, dinde fumée, oignons caramélisés, sauce au poivre"
"The Grilled Cheese Factory - Bastille";;"5,5";"Mac & Cheese";""
"The Grilled Cheese Factory - Bastille";;"10,5";"Fabrication Chèvre";"Rocamadour, Mozzarella, Epinards, Confiture de Figues."
"The Grilled Cheese Factory - Bastille";;"13";"Fabrication Pastrami";"Mozzarella, Cheddar, Pastrami, Abondance, Cornichons \"Pickles\", Moutarde au Miel."
"The Grilled Cheese Factory - Bastille";;"10";"Chèvre et Patate Douce";"Mesclun, Chèvre frais, Patate Douce, Oignons Rouges, Choux Rouge, Jeunes Pousses de Poireaux"
"The Grilled Cheese Factory - Bastille";;"10,5";"Fabrication Thon";"Mozzarella, Cheddar, Homemade Cream-Tuna, Poivrons, Epinards et Velours de Balsamique."
"The Grilled Cheese Factory - Bastille";"side";"4,5";"Chips Tyrells revenues à la poêle";""
"The Grilled Cheese Factory - Bastille";;"11,5";"Fabrication Bacon";"Mozzarella, Cheddar, Bacon, Sauce Barbecue, Oignons Caramélisés."
"The Grilled Cheese Factory - Bastille";;"7";"Fabrication Authentique";"Mozzarella et Cheddar."
"The Grilled Cheese Factory - Bastille";"drink";"3";"Coca Cola";"33cl"
"The Grilled Cheese Factory - Bastille";"alcohol";"4";"Bière Heineken";"33cl"
"The Grilled Cheese Factory - Bastille";"salad";"3";"Petite Salade Croquante";"Mesclun, Carottes, Fenouil, Ciboulette"
"The Grilled Cheese Factory - Bastille";;"4";"Concombre Menthe";""
"The Grilled Cheese Factory - Bastille";;"10";"Fabrication Mac et Cheese";"Homemade Macaroni et Cheese, Cheddar, Mozzarella, Oignons Caramélisés."
"The Grilled Cheese Factory - Bastille";"dessert";"3";"Cookie";""
"The Grilled Cheese Factory - Bastille";;"3";"Fanta";"33cl"
"The Grilled Cheese Factory - Bastille";"alcohol";"6";"Bière La Parisienne";""
"The Grilled Cheese Factory - Bastille";"drink";"3";"Sprite";"33cl"
"The Grilled Cheese Factory - Bastille";"drink";"3";"San Pellegrino";"50cl"
"The Grilled Cheese Factory - Bastille";;"4";"Fabrication Crème de Spéculos & Mascarpone";""
"The Grilled Cheese Factory - Bastille";;"10";"Côte de Provence (Rosé)";""
"The Grilled Cheese Factory - Bastille";;"10";"Fabrication Saumon";"Homemade Cream-Cheese et Saumon Fumé."
